
L = 0.09
11.6045 0.0000 0.0024
11.6796 0.0142 0.0000
11.6971 0.0000 0.0142
11.7355 0.0000 0.0341
12.0116 0.0079 0.0000
12.0797 0.0129 0.0000
12.1507 0.0000 0.0154
12.2086 0.0000 0.0172
12.2109 0.0000 0.0318
12.2372 0.0000 0.0307
12.2578 0.0000 0.0367
12.3669 0.0000 0.0056
12.4064 0.0000 0.0293
12.4943 0.0000 0.0155
12.5964 0.0000 0.0058
12.7619 0.0102 0.0000
12.8394 0.0097 0.0000
12.8625 0.0000 0.0071
12.9241 0.0000 0.0246
13.0033 0.0000 0.0393
13.1080 0.0000 0.0249
13.1505 0.0000 0.0178
13.1758 0.0000 0.0341
13.1759 0.0000 0.0291
13.2659 0.0036 0.0000
13.4030 0.0127 0.0000
13.5239 0.0047 0.0000
13.5559 0.0000 0.0137
13.5579 0.0000 0.0077
13.6030 0.0000 0.0061
13.6588 0.0000 0.0279
13.7276 0.0000 0.0172
13.7325 0.0000 0.0161
13.7780 0.0196 0.0000
13.8350 0.0000 0.0221
13.8414 0.0000 0.0137
13.8802 0.0000 0.0084
13.8820 0.0000 0.0297
13.9411 0.0000 0.0379
13.9549 0.0000 0.0183
13.9755 0.0081 0.0000
13.9854 0.0123 0.0000
14.0847 0.0000 0.0223
14.1110 0.0000 0.0170
14.1537 0.0000 0.0075
14.1603 0.0106 0.0000
14.1901 0.0081 0.0000
14.1951 0.0000 0.0282
14.2821 0.0000 0.0129
14.2873 0.0000 0.0381
14.3230 0.0000 0.0210
14.4447 0.0370 0.0000
14.5124 0.0000 0.0361
14.5399 0.0000 0.0152
14.5466 0.0000 0.0140
14.6272 0.0042 0.0000
14.6350 0.0069 0.0000
14.6779 0.0000 0.0319
14.6957 0.0000 0.0233
14.7256 0.0000 0.0256
14.7258 0.0000 0.0463
14.8626 0.0000 0.0244
14.8914 0.0090 0.0000
14.8973 0.0000 0.0445
14.9258 0.0333 0.0000
15.0756 0.0115 0.0000
15.1971 0.0000 0.0218
15.2227 0.0196 0.0000
15.2259 0.0000 0.0136
15.2519 0.0000 0.0245
15.3469 0.0000 0.0190
15.3530 0.0000 0.0312
15.4412 0.0032 0.0000
15.4716 0.0088 0.0000
15.5765 0.0000 0.0307
15.6110 0.0000 0.0140
15.6244 0.0000 0.0213
15.6247 0.0090 0.0000
15.6403 0.0000 0.0162
15.7466 0.0000 0.0231
15.8061 0.0000 0.0172
15.8458 0.0000 0.0329
15.8660 0.0000 0.0057
15.8701 0.0000 0.0097
15.8785 0.0000 0.0182
15.8986 0.0000 0.0275
15.9062 0.0000 0.0176
15.9565 0.0044 0.0000
16.0457 0.0000 0.0177
16.0560 0.0096 0.0000
16.0832 0.0051 0.0000
16.1153 0.0015 0.0000
16.1301 0.0000 0.0149
16.1308 0.0000 0.0296
16.1560 0.0000 0.0413
16.2207 0.0000 0.0104
16.3740 0.0000 0.0226
16.3850 0.0000 0.0182
16.4140 0.0041 0.0000
16.5146 0.0000 0.0184
16.5303 0.0000 0.0335
16.5542 0.0000 0.0166
16.6017 0.0062 0.0000
16.6598 0.0000 0.0251
16.6841 0.0190 0.0000
16.7353 0.0000 0.0224
16.7997 0.0000 0.0150
16.8246 0.0189 0.0000
16.8250 0.0000 0.0058
16.9198 0.0000 0.0030
16.9214 0.0000 0.0169
17.0717 0.0000 0.0168
17.1389 0.0060 0.0000
17.1917 0.0112 0.0000
17.2287 0.0083 0.0000
17.2434 0.0000 0.0148
17.2790 0.0000 0.0340
17.3430 0.0000 0.0350
17.3974 0.0000 0.0121
17.4448 0.0000 0.0165
17.4796 0.0000 0.0136
17.5619 0.0330 0.0000
17.5636 0.0000 0.0262
17.7284 0.0000 0.0172
17.7755 0.0000 0.0203
17.8769 0.0000 0.0323
17.9135 0.0449 0.0000
17.9718 0.0000 0.0325
17.9762 0.0041 0.0000
18.0347 0.0000 0.0187
18.0863 0.0058 0.0000
18.1243 0.0004 -0.0009
18.1327 0.0000 0.0271
18.1766 0.0115 0.0000
18.2222 0.0000 0.0183
18.2347 0.0000 0.0246
18.2575 0.0088 0.0000
18.2666 0.0057 0.0000
18.2789 0.0000 0.0123
18.3682 0.0000 0.0018
18.3990 0.0000 0.0036
18.4030 0.0000 0.0002
18.4426 0.0054 0.0000
18.5003 0.0000 0.0270
18.5731 0.0098 0.0000
18.6739 0.0389 0.0000
18.7304 0.0088 0.0000
18.7491 0.0220 0.0000
18.8583 0.0186 0.0000
18.9197 0.0000 0.0366
18.9207 0.0000 0.0147
18.9246 0.0000 0.0254
18.9534 0.0000 0.0260
19.0290 0.0000 0.0457
19.0617 0.0081 0.0000
19.0626 0.0000 0.0236
19.1539 0.0000 0.0195
19.2251 0.0212 0.0000
19.2277 0.0000 0.0045
19.2488 0.0000 0.0352
19.2516 0.0000 0.0231
19.2873 0.0000 0.0145
19.3493 0.0000 0.0131
19.3576 0.0000 0.0055
19.5565 0.0000 0.0136
19.5596 0.0000 0.0107
19.5601 0.0000 0.0161
19.5826 0.0320 0.0000
19.5879 0.0000 0.0297
19.6233 0.0098 0.0000
19.6501 0.0000 0.0093
19.6821 0.0229 0.0000
19.6887 0.0000 0.0117
19.7109 0.0000 0.0201
19.7294 0.0000 0.0222
19.8552 0.0089 0.0000
19.8560 0.0000 0.0119
19.9207 0.0046 0.0000
19.9411 0.0000 0.0243
19.9539 0.0000 0.0211
19.9670 0.0000 0.0046
19.9812 0.0000 0.0300
20.0008 0.0000 0.0027
20.0499 0.0126 0.0000
20.0505 0.0000 0.0167
20.1093 0.0032 0.0000
20.1255 0.0000 0.0083
20.1370 0.0000 0.0255
20.1404 0.0000 0.0112
20.1771 0.0000 0.0357
20.3508 0.0083 0.0000
20.3965 0.0000 0.0200
20.5696 0.0000 0.0069
20.5850 0.0000 0.0349
20.6535 0.0000 0.0207
20.7204 0.0000 0.0229
20.7781 0.0000 0.0273
20.7984 0.0000 0.0445
20.8156 0.0000 0.0178
20.8626 0.0000 0.0115
20.9607 0.0145 0.0000
20.9608 0.0143 0.0000
20.9796 0.0000 0.0101
21.0110 0.0314 0.0000
21.0862 0.0040 0.0000
21.0898 0.0000 0.0096
21.1174 0.0086 0.0000
21.1638 0.0000 0.0192
21.1763 0.0000 0.0247
21.2323 0.0036 0.0000
21.2405 0.0000 0.0173
21.4316 0.0000 0.0295
21.4319 0.0213 0.0000
21.5809 0.0000 0.0166
21.6448 0.0000 0.0028
21.6454 0.0116 0.0000
21.6966 0.0000 0.0313
21.8007 0.0000 0.0085
21.8017 0.0000 0.0343
21.9619 0.0028 0.0000
22.0087 0.0203 0.0000
22.1564 0.0000 0.0195
22.1612 0.0207 0.0000
22.2500 0.0000 0.0102
22.2615 0.0000 0.0082
22.3034 0.0000 0.0195
22.3410 0.0120 0.0000
22.3867 0.0000 0.0117
22.4699 0.0166 0.0000
22.4949 0.0000 0.0140
22.4960 0.0172 0.0000
22.5572 0.0000 0.0054
22.5657 0.0000 0.0245
22.6734 0.0000 0.0143
22.7377 0.0153 0.0000
22.7747 0.0000 0.0441
22.7784 0.0231 0.0000
22.8009 0.0000 0.0245
22.8217 0.0000 0.0375
22.8357 0.0000 0.0088
22.8940 0.0000 0.0195
22.9150 0.0000 0.0361
22.9281 0.0000 0.0079
22.9371 0.0000 0.0100
22.9645 0.0000 0.0310
22.9962 0.0000 0.0184
23.0135 0.0041 0.0000
23.0949 0.0202 0.0000
23.0964 0.0000 0.0318
23.1334 0.0096 0.0000
23.2772 0.0143 0.0000
23.2801 0.0056 0.0000
23.2869 0.0097 0.0000
23.3592 0.0199 0.0000
23.4733 0.0202 0.0000
23.4853 0.0000 0.0127
23.5146 0.0089 0.0000
23.5372 0.0000 0.0223
23.6016 0.0238 0.0000
23.6313 0.0000 0.0235
23.7089 0.0065 0.0000
23.7175 0.0000 0.0215
23.7192 0.0000 0.0133
23.7391 0.0074 0.0000
23.7510 0.0075 0.0000
23.8458 0.0070 0.0000
23.9127 0.0062 0.0000
23.9893 0.0000 0.0136
24.0100 0.0019 0.0000
24.0125 0.0000 0.0126
24.0422 0.0000 0.0135
24.0705 0.0058 0.0000
24.0716 0.0000 0.0121
24.0730 0.0146 0.0000
24.1024 0.0000 0.0177
24.1838 0.0257 0.0000
24.1980 0.0137 0.0000
24.2139 0.0000 0.0114
24.3030 0.0000 0.0233
24.3179 0.0192 0.0000
24.3561 0.0091 0.0000
24.3605 0.0000 0.0312
24.3634 0.0000 0.0181
24.3848 0.0000 0.0110
24.3977 0.0064 0.0000
24.4300 0.0000 0.0141
24.4616 0.0216 0.0000
24.4679 0.0138 0.0000
24.4725 0.0000 0.0373
24.5323 0.0000 0.0103
24.5574 0.0000 0.0107
24.5686 0.0100 0.0000
24.6271 0.0265 0.0000
24.6611 0.0000 0.0162
24.6793 0.0170 0.0000
24.7058 0.0098 0.0000
24.8894 0.0215 0.0000
24.9343 0.0000 0.0167
25.0030 0.0262 0.0000
25.0190 0.0442 0.0000
25.0198 0.0000 0.0280
25.0369 0.0000 0.0064
25.0838 0.0354 0.0000
25.1310 0.0000 0.0192
25.1316 0.0187 0.0000
25.1342 0.0000 0.0220
25.1948 0.0190 0.0000
25.2817 0.0148 0.0000
25.3842 0.0106 0.0000
25.4002 0.0000 0.0098
25.4077 0.0126 0.0000
25.4713 0.0000 0.0323
25.5439 0.0084 0.0000
25.6069 0.0182 0.0000
25.6923 0.0360 0.0000
25.7102 0.0166 0.0000
25.7477 0.0087 0.0000
25.7645 0.0119 0.0000
25.9579 0.0000 0.0218
25.9590 0.0323 0.0000
25.9620 0.0344 0.0000
26.0031 0.0000 0.0115
26.0227 0.0187 0.0000
26.1501 0.0177 0.0000
26.2813 0.0186 0.0000
26.3143 0.0284 0.0000
26.3657 0.0201 0.0000
26.3818 0.0000 0.0064
26.3955 0.0000 0.0215
26.4606 0.0094 0.0000
26.5648 0.0000 0.0222
26.6056 0.0203 0.0000
26.6180 0.0000 0.0187
26.6350 0.0000 0.0224
26.6775 0.0056 0.0000
26.7343 0.0000 0.0294
26.7551 0.0000 0.0173
26.8279 0.0271 0.0000
26.8573 0.0000 0.0082
26.9550 0.0158 0.0000
26.9818 0.0219 0.0000
27.0502 0.0167 0.0000
27.0610 0.0380 0.0000
27.2197 0.0212 0.0000
27.2613 0.0000 0.0168
27.2781 0.0000 0.0180
27.3723 0.0129 0.0000
27.4664 0.0000 0.0167
27.5000 0.0211 0.0000
27.5752 0.0000 0.0174
27.7346 0.0148 0.0000
27.7678 0.0082 0.0000
27.9876 0.0000 0.0086
28.0087 0.0108 0.0000
28.0518 0.0076 0.0000
28.0604 0.0000 0.0152
28.0644 0.0169 0.0000
28.1761 0.0000 0.0244
28.1844 0.0000 0.0187
28.2688 0.0331 0.0000
28.2746 0.0000 0.0101
28.2820 0.0000 0.0148
28.3323 0.0074 0.0000
28.3988 0.0355 0.0000
28.4228 0.0098 0.0000
28.4254 0.0308 0.0000
28.4734 0.0228 0.0000
28.5285 0.0029 0.0000
28.5629 0.0202 0.0000
28.5861 0.0106 0.0000
28.5931 0.0000 0.0303
28.5941 0.0000 0.0059
28.6099 0.0150 0.0000
28.6246 0.0036 0.0000
28.6428 0.0330 0.0000
28.6469 0.0322 0.0000
28.6729 0.0090 0.0000
28.6964 0.0083 0.0000
28.7907 0.0248 0.0000
28.8459 0.0119 0.0000
28.8678 0.0000 0.0159
28.8693 0.0046 0.0000
28.9008 0.0141 0.0000
28.9109 0.0000 0.0159
29.0413 0.0228 0.0000
29.0502 0.0000 0.0214
29.1474 0.0000 0.0320
29.1680 0.0472 0.0000
29.1821 0.0226 0.0000
29.1890 0.0390 0.0000
29.2108 0.0000 0.0180
29.2165 0.0072 0.0000
29.3585 0.0000 0.0323
29.3962 0.0070 0.0000
29.4347 0.0000 0.0252
29.4388 0.0151 0.0000
29.5209 0.0008 0.0000
29.5277 0.0163 0.0000
29.6149 0.0282 0.0000
29.6333 0.0000 0.0095
29.6822 0.0000 0.0180
29.6901 0.0130 0.0000
29.7158 0.0152 0.0000
29.7761 0.0000 0.0105
29.8026 0.0169 0.0000
29.8731 0.0062 0.0000
29.8877 0.0160 0.0000
29.8887 0.0000 0.0129
29.9371 0.0068 0.0000
29.9417 0.0139 0.0000
29.9567 0.0000 0.0093
29.9768 0.0000 0.0068
30.1212 0.0000 0.0186
30.2999 0.0000 0.0247
30.4016 0.0229 0.0000
30.4085 0.0000 0.0259
30.4169 0.0000 0.0098
30.4818 0.0252 0.0000
30.4950 0.0387 0.0000
30.5536 0.0000 0.0208
30.7128 0.0230 0.0000
30.7178 0.0228 0.0000
30.8040 0.0000 0.0201
30.8157 0.0000 0.0042
30.8250 0.0000 0.0193
30.8620 0.0118 0.0000
30.9116 0.0221 0.0000
30.9255 0.0000 0.0127
31.1887 0.0084 0.0000
31.1961 0.0093 0.0000
31.2459 0.0277 0.0000
31.2480 0.0000 0.0087
31.2480 0.0196 0.0000
31.2916 0.0258 0.0000
31.3026 0.0286 0.0000
31.3314 0.0338 0.0000
31.3324 0.0144 0.0000
31.3665 0.0171 0.0000
31.4085 0.0000 0.0307
31.4372 0.0295 0.0000
31.4722 0.0222 0.0000
31.4830 0.0144 0.0000
31.5070 0.0000 0.0094
31.5277 0.0117 0.0000
31.5766 0.0285 0.0000
31.6048 0.0275 0.0000
31.6105 0.0000 0.0084
31.6116 0.0412 0.0000
31.6832 0.0203 0.0000
31.6850 0.0000 0.0034
31.6893 0.0184 0.0000
31.6912 0.0000 0.0206
31.7192 0.0124 0.0000
31.7635 0.0105 0.0000
31.7662 0.0000 0.0136
31.8234 0.0098 0.0000
31.8549 0.0000 0.0204
31.9001 0.0000 0.0150
31.9007 0.0000 0.0105
31.9123 0.0189 0.0000
31.9895 0.0237 0.0000
32.0225 0.0000 0.0128
32.2294 0.0185 0.0000
32.2881 0.0293 0.0000
32.3464 0.0000 0.0175
32.3471 0.0078 0.0000
32.3812 0.0039 0.0000
32.5050 0.0072 0.0000
32.5069 0.0029 0.0000
32.5313 0.0000 0.0280
32.5499 0.0236 0.0000
32.6612 0.0000 0.0288
32.6807 0.0238 0.0000
32.7125 0.0000 0.0418
32.7160 0.0000 0.0079
32.7841 0.0188 0.0000
32.7955 0.0220 0.0000
32.8698 0.0218 0.0000
32.8833 0.0000 0.0124
32.9206 0.0183 0.0000
32.9280 0.0215 0.0000
32.9359 0.0194 0.0000
32.9596 0.0131 0.0000
32.9869 0.0437 0.0000
33.0516 0.0228 0.0000
33.0702 0.0228 0.0000
33.0967 0.0124 0.0000
33.1192 0.0000 0.0147
33.1405 0.0120 0.0000
33.1988 0.0104 0.0000
33.2148 0.0000 0.0078
33.2851 0.0046 0.0000
33.3138 0.0302 0.0000
33.3771 0.0000 0.0201
33.3889 0.0303 0.0000
33.4341 0.0000 0.0076
33.4499 0.0036 0.0000
33.4700 0.0351 0.0000
33.6232 0.0000 0.0155
33.6582 0.0138 0.0000
33.7022 0.0000 0.0121
33.7797 0.0000 0.0245
33.7916 0.0215 0.0000
33.7951 0.0159 0.0000
33.8179 0.0217 0.0000
33.9749 0.0000 0.0071
34.0019 0.0000 0.0200
34.2325 0.0115 0.0000
34.2478 0.0000 0.0098
34.3950 0.0065 0.0000
34.4187 0.0000 0.0114
34.5162 0.0000 0.0125
34.5187 0.0000 0.0078
34.6515 0.0139 0.0000
34.6656 0.0000 0.0263
34.6846 0.0288 0.0000
34.6985 0.0116 0.0000
34.7051 0.0000 0.0397
34.7288 0.0000 0.0208
34.7706 0.0150 0.0000
34.8791 0.0372 0.0000
34.8922 0.0000 0.0127
34.9181 0.0000 0.0205
34.9727 0.0073 0.0000
35.1428 0.0136 0.0000
35.1835 0.0142 0.0000
35.2249 0.0195 0.0000
35.2325 0.0000 0.0298
35.2588 0.0186 0.0000
35.2826 0.0273 0.0000
35.3037 0.0000 0.0359
35.3274 0.0086 0.0000
35.3639 0.0000 0.0285
35.3714 0.0057 0.0000
35.3783 0.0243 0.0000
35.3833 0.0000 0.0365
35.3962 0.0069 0.0000
35.4523 0.0000 0.0165
35.4713 0.0000 0.0228
35.5150 0.0000 0.0117
35.5308 0.0000 0.0193
35.5455 0.0045 0.0000
35.5829 0.0169 0.0000
35.6194 0.0010 0.0000
35.6358 0.0000 0.0139
35.6429 0.0000 0.0096
35.7061 0.0120 0.0000
35.7348 0.0000 0.0131
35.7647 0.0400 0.0000
35.8041 0.0182 0.0000
35.8972 0.0000 0.0215
35.9160 0.0100 0.0000
35.9569 0.0066 0.0000
35.9572 0.0444 0.0000
35.9757 0.0282 0.0000
35.9787 0.0181 0.0000
36.0229 0.0120 0.0000
36.0308 0.0000 0.0216
36.1626 0.0206 0.0000
36.2789 0.0247 0.0000
36.3056 0.0050 0.0000
36.3793 0.0192 0.0000
36.4046 0.0000 0.0280
36.4354 0.0070 0.0000
36.4612 0.0258 0.0000
36.4700 0.0000 0.0409
36.4775 0.0000 0.0098
36.5938 0.0000 0.0130
36.6216 0.0178 0.0000
36.6853 0.0193 0.0000
36.6920 0.0140 0.0000
36.8040 0.0044 0.0000
36.8069 0.0048 0.0000
36.8490 0.0072 0.0000
36.8580 0.0000 0.0086
36.8834 0.0193 0.0000
37.0991 0.0000 0.0301
37.1422 0.0000 0.0114
37.2021 0.0031 0.0000
37.2217 0.0000 0.0007
37.2253 0.0000 0.0189
37.2326 0.0000 0.0212
37.3289 0.0125 0.0000
37.3957 0.0324 0.0000
37.4264 0.0165 0.0000
37.4490 0.0000 0.0301
37.4694 0.0063 0.0000
37.5164 0.0137 0.0000
37.5353 0.0238 0.0000
37.6034 0.0217 0.0000
37.6296 0.0000 0.0287
37.7326 0.0217 0.0000
37.7794 0.0444 0.0000
37.8403 0.0099 0.0000
37.8572 0.0158 0.0000
37.8769 0.0245 0.0000
37.8967 0.0197 0.0000
37.9764 0.0175 0.0000
37.9954 0.0000 0.0076
38.2374 0.0000 0.0178
38.2675 0.0104 0.0000
38.2722 0.0232 0.0000
38.3266 0.0197 0.0000
38.3671 0.0000 0.0163
38.3858 0.0121 0.0000
38.4188 0.0077 0.0000
38.4705 0.0000 0.0191
38.4713 0.0115 0.0000
38.5026 0.0072 0.0000
38.5093 0.0077 0.0000
38.5889 0.0220 0.0000
38.6182 0.0000 0.0102
38.6959 0.0242 0.0000
38.7186 0.0000 0.0060
38.7617 0.0000 0.0096
38.7915 0.0269 0.0000
38.8554 0.0376 0.0000
38.9072 0.0051 0.0000
38.9536 0.0199 0.0000
38.9694 0.0000 0.0231
39.1958 0.0266 0.0000
39.2422 0.0163 0.0000
39.2601 0.0000 0.0384
39.3110 0.0000 0.0252
39.3370 0.0000 0.0080
39.4824 0.0170 0.0000
39.5320 0.0181 0.0000
39.5883 0.0000 0.0303
39.6140 0.0089 0.0000
39.6708 0.0000 0.0145
39.7118 0.0000 0.0285
39.7395 0.0000 0.0291
39.7572 0.0000 0.0116
39.7819 0.0110 0.0000
39.7822 0.0216 0.0000
39.8119 0.0000 0.0207
39.9760 0.0264 0.0000
40.0556 0.0000 0.0226
40.0781 0.0240 0.0000
40.1345 0.0000 0.0232
40.1868 0.0000 0.0223
40.2354 0.0000 0.0179
40.3117 0.0301 0.0000
