
L = 0.05
4.5488 0.4067 0.0000
4.5599 0.0592 0.0000
4.5858 0.2025 0.0000
4.6553 0.3344 0.0000
4.7015 0.2060 0.0000
4.7965 0.2274 0.0000
4.8005 0.2177 0.0000
4.8074 0.0643 0.0000
4.8474 0.2021 0.0000
4.8859 0.1739 0.0000
4.9274 0.1479 0.0000
4.9311 1.8845 0.0000
4.9341 0.1988 0.0000
4.9462 0.1552 0.0000
4.9701 0.4940 0.0000
4.9754 0.0539 0.0000
5.0377 0.1434 0.0000
5.1189 0.2033 0.0000
5.1527 0.1257 0.0000
5.2239 0.3444 0.0000
5.3112 0.0872 0.0000
5.3745 0.9131 0.0000
5.5175 0.2178 0.0000
5.5254 0.1569 0.0000
5.5344 0.4266 0.0000
5.5747 0.3622 0.0000
5.5864 0.1775 0.0000
5.5904 0.0599 0.0000
5.6141 0.0000 0.1175
5.6160 0.1797 0.0000
5.6747 0.0000 0.1066
5.7643 0.1142 0.0000
5.7789 0.3603 0.0000
5.7910 0.3382 0.0000
5.8002 0.0113 0.0118
5.8306 0.2970 0.0000
5.9032 0.0000 0.0885
5.9348 0.3791 0.0000
5.9722 0.1050 0.0000
5.9765 0.1955 0.0000
6.0505 0.1676 0.0000
6.0663 0.1561 0.0000
6.1219 0.2091 0.0000
6.2501 0.1956 0.0000
6.2780 0.3332 0.0000
6.3451 0.6345 0.0000
6.3626 0.0889 0.0000
6.3778 0.0971 0.0000
6.3875 0.1264 0.0000
6.3926 0.6571 0.0000
6.3939 0.8155 0.0000
6.3966 0.1971 0.0000
6.4314 0.0460 0.0000
6.5043 0.2699 0.0000
6.5212 0.1518 0.0000
6.5223 0.2475 0.0000
6.6342 0.1912 0.0000
6.6344 0.2498 0.0000
6.6896 0.1131 0.0000
6.7346 1.0336 0.0000
6.7959 0.7568 0.0000
6.7985 0.0000 0.1696
6.8000 0.1382 0.0000
6.8380 0.0000 0.8667
6.8495 0.0832 0.0000
6.8623 0.1313 0.0000
6.8818 0.1229 0.0000
6.9278 0.2272 0.0000
6.9361 0.0000 0.5964
6.9647 0.0558 0.0000
6.9862 0.2137 0.0000
7.0058 0.0000 0.7834
7.0974 0.1952 0.0000
7.1711 0.0469 0.0000
7.2045 0.1757 0.0000
7.2048 0.1197 0.0000
7.2177 0.1867 0.0000
7.2486 0.0738 0.0000
7.2903 0.0000 0.2641
7.3262 0.1065 0.0000
7.3406 0.0000 0.6332
7.3595 0.0919 0.0000
7.4055 0.2099 0.0000
7.4700 1.0147 0.0000
7.5140 0.5707 0.0000
7.5339 0.1237 0.0000
7.5807 0.1028 0.0000
7.6476 0.1540 0.0000
7.6574 1.2082 0.0000
7.6672 0.0522 0.0000
7.7525 0.0000 0.1257
7.8176 0.0000 0.6484
7.8268 0.0989 0.0000
7.8860 0.0000 0.2753
7.9236 0.1420 0.0000
8.0433 0.1299 0.0000
8.0682 0.3199 0.0000
8.1096 0.2621 0.0000
8.1198 0.1988 0.0000
8.1599 0.0000 0.1541
8.1876 0.3899 0.0000
8.1932 0.3147 0.0000
8.3009 0.2170 0.0000
8.3477 0.0813 0.0000
8.3671 0.0000 0.1957
8.4190 0.0000 0.0796
8.5407 0.3421 0.0000
8.5719 0.0000 0.0465
8.6151 0.9520 0.0000
8.6157 0.1736 0.0000
8.6198 0.2216 0.0000
8.7540 0.2082 0.0000
8.7693 0.0694 0.0000
8.8084 0.1064 0.0000
8.8121 0.2060 0.0000
8.8189 0.4595 0.0000
8.8271 0.0574 0.0000
8.8391 0.2653 0.0000
8.8620 0.1421 0.0000
8.8855 0.0000 0.1765
8.9240 0.0000 0.3236
8.9307 1.1032 0.0000
9.0102 0.0298 0.0000
9.0136 0.8595 0.0000
9.0152 0.3105 0.0000
9.0302 0.1115 0.0000
9.0720 0.0000 0.5435
9.1003 0.0000 0.1822
9.1527 0.1461 0.0000
9.1547 0.2469 0.0000
9.1693 0.0552 0.0000
9.2365 0.1177 0.0000
9.2427 0.0000 0.6973
9.2983 0.1300 0.0000
9.3219 0.0000 0.5006
9.4014 0.1463 0.0000
9.4534 0.0000 0.1663
9.4623 0.3448 0.0000
9.4639 0.1622 0.0000
9.5745 1.4414 0.0000
9.6292 0.0305 0.0000
9.7009 0.1407 0.0000
9.7047 1.7274 0.0000
9.7408 0.0000 0.0648
9.7829 0.2046 0.0000
9.7860 0.1211 0.0000
9.7991 0.0000 0.3354
9.8174 0.0000 0.3898
9.8208 0.1536 0.0000
9.8280 0.0547 0.0000
9.8731 0.0000 0.1563
9.8764 0.1296 0.0000
9.8861 0.2835 0.0000
9.9331 0.0654 0.0000
9.9447 0.0000 0.3749
10.0829 0.0000 0.1054
10.0874 0.0000 0.2594
10.0941 0.2048 0.0000
10.1050 0.1523 0.0000
10.1195 0.0738 0.0000
10.1684 0.2208 0.0000
10.1809 1.7607 0.0000
10.2089 0.1462 0.0000
10.2131 0.0576 0.0000
10.2254 0.8608 0.0000
10.2286 0.2749 0.0000
10.2432 0.0000 0.3383
10.3620 0.2902 0.0000
10.3853 0.0000 0.0722
10.4002 0.1302 0.0000
10.4023 0.0000 0.2637
10.4108 0.0000 0.0593
10.4126 0.1026 0.0000
10.4773 0.0000 0.3860
10.4981 0.0000 0.7837
10.5238 0.0000 0.1277
10.5424 0.2346 0.0000
10.5731 0.1627 0.0000
10.5843 0.0675 0.0000
10.5877 0.2417 0.0000
10.6612 0.3214 0.0000
10.6918 0.1153 0.0000
10.7375 0.2474 0.0000
10.7477 0.5986 0.0000
10.7639 0.1162 0.0000
10.8295 1.6006 0.0000
10.8461 0.2040 0.0000
10.8720 0.0000 0.0876
10.8895 0.0753 0.0000
10.9039 0.1534 0.0000
10.9130 1.5260 0.0000
10.9223 0.2278 0.0000
10.9229 0.0000 0.2165
10.9245 0.0000 0.2653
10.9843 0.0000 0.1367
11.0089 0.0000 0.1611
11.0568 0.0000 0.8196
11.1258 0.0000 0.3477
11.2317 0.1807 0.0000
11.3403 0.2045 0.0000
11.3568 0.2872 0.0000
11.3790 0.2117 0.0000
11.4075 0.0000 0.1873
11.4684 0.2119 0.0000
11.5034 0.0561 0.0000
11.5602 0.0728 0.0000
11.5801 0.0000 0.7247
11.5959 0.0000 0.1427
11.6502 0.0630 0.0000
11.6844 0.0000 0.0399
11.6847 0.0000 0.4120
11.7551 0.0000 0.2193
11.7651 1.6790 0.0000
11.7670 0.0000 0.4853
11.8184 0.0000 0.2604
11.8234 0.0000 0.7261
11.8804 0.0000 0.3831
11.8976 0.3026 0.0000
11.9718 0.1966 0.0000
11.9830 0.0000 0.3160
11.9924 0.0000 0.2923
11.9934 0.0000 0.1485
12.0822 0.0625 0.0000
12.0995 1.0362 0.0000
12.1363 0.0000 0.1422
12.1433 0.1266 0.0000
12.1788 0.0000 0.1214
12.1944 0.0000 0.1871
12.1987 0.2396 0.0000
12.2089 0.1184 0.0000
12.2334 1.0973 0.0000
12.3043 0.1235 0.0000
12.3361 0.2094 0.0000
12.3377 0.0551 0.0000
12.4197 0.0000 0.3888
12.4939 0.0516 0.0000
12.5115 0.0794 0.0000
12.5181 0.1951 0.0000
12.5244 0.2731 0.0000
12.5442 0.0000 0.0655
12.5618 0.0000 0.7010
12.6048 0.1802 0.0000
12.6194 0.4085 0.0000
12.6222 0.0000 0.0877
12.6243 0.0953 0.0000
12.6545 0.1840 0.0000
12.6694 0.1931 0.0000
12.6804 0.0000 0.1761
12.7134 0.0568 0.0000
12.7537 0.0000 0.6893
12.8838 0.0000 0.1444
12.9335 0.0837 0.0000
12.9348 0.0000 0.4236
12.9556 0.1436 0.0000
12.9675 0.0000 0.1742
13.0642 0.0659 0.0000
13.0865 0.0562 0.0000
13.0872 0.1246 0.0000
13.1167 0.0000 0.4588
13.1184 0.0000 0.2070
13.1305 0.2794 0.0000
13.2109 0.7355 0.0000
13.2277 0.0000 0.7675
13.2455 0.0000 0.1679
13.3132 0.0000 0.3139
13.3173 0.1679 0.0000
13.3306 0.0000 0.2569
13.3770 0.0000 0.1286
13.4109 0.0000 0.9370
13.4198 0.0000 0.5138
13.4956 0.0000 0.3034
13.5163 0.0000 0.4761
13.5397 0.1538 0.0000
13.5453 0.0000 0.1932
13.5500 0.0000 0.5915
13.7553 0.0000 0.2100
13.7789 0.0466 0.0000
13.8073 0.0980 0.0000
13.8268 0.2549 0.0000
13.8302 0.1895 0.0000
13.8551 0.0000 0.2207
13.8730 0.2420 0.0000
13.9995 0.1618 0.0000
14.0213 0.0000 0.2901
14.1452 0.0393 0.0000
14.1566 0.2343 0.0000
14.2089 0.0000 0.4881
14.2941 0.1725 0.0000
14.3058 0.0000 0.0510
14.3914 0.0000 0.3301
14.3927 0.0000 0.7231
14.3937 0.0000 0.0779
14.4569 0.0000 0.2098
14.4754 0.1248 0.0000
14.5362 0.0000 0.4803
14.5956 0.6047 0.0000
14.6198 0.1998 0.0000
14.6224 0.2362 0.0000
14.6260 0.1575 0.0000
14.6569 0.2348 0.0000
14.7945 0.1570 0.0000
14.8268 0.1424 0.0000
14.8337 0.0000 0.4746
14.8677 0.1903 0.0000
14.8817 0.0000 0.0785
14.9510 0.2865 0.0000
14.9570 0.0000 0.3357
14.9629 0.0000 0.1452
14.9742 1.0007 0.0000
15.0208 0.2920 0.0000
15.0296 0.0000 0.6481
15.1159 0.0000 0.5073
15.1314 0.1661 0.0000
15.1373 0.1227 0.0000
15.2092 0.0000 0.2854
15.2120 0.0000 0.2324
15.2148 0.0929 0.0000
15.2252 0.0000 0.5903
15.2443 0.0000 0.3152
15.2982 0.1410 0.0000
15.3210 0.0000 0.3683
15.3620 0.8541 0.0000
15.3673 0.0000 0.3191
15.4269 0.2499 0.0000
15.4474 0.1391 0.0000
15.4614 0.0000 0.2123
15.4950 0.0842 0.0000
15.5340 0.2323 0.0000
15.5618 0.0000 0.1818
15.5788 0.0000 0.5647
15.5983 0.0000 0.2268
15.6260 0.0815 0.0000
15.6643 0.0000 0.2323
15.7154 0.0000 0.1376
15.7482 0.3009 0.0000
15.7509 1.5752 0.0000
15.9308 0.0000 0.1356
15.9405 0.1079 0.0000
15.9839 0.0000 0.2223
16.0038 0.1127 0.0000
16.0170 0.0000 0.2043
16.0267 0.0000 0.2456
16.0472 0.0667 0.0000
16.0719 0.0526 0.0000
16.0928 0.1805 0.0000
16.1363 0.0000 0.4707
16.1616 0.3959 0.0000
16.2240 0.1510 0.0000
16.2329 0.0000 0.2873
16.2611 0.0645 0.0000
16.2820 0.0000 0.2918
16.2859 0.0000 0.0939
16.2989 0.0000 0.1269
16.3234 0.0000 0.6826
16.3723 0.4099 0.0000
16.3782 0.0000 0.0669
16.4990 0.0250 0.0000
16.5305 0.4298 0.0000
16.5375 0.0000 0.4224
16.5542 0.0000 0.1207
16.5563 0.2431 0.0000
16.6009 0.0000 0.3867
16.6059 0.1732 0.0000
16.6180 0.0000 0.3604
16.6484 0.0000 0.1892
16.6744 0.0230 0.0000
16.7011 0.0150 -0.0028
16.7887 0.1008 0.0000
16.7996 0.0000 0.2432
16.8186 0.1758 0.0000
16.8202 0.0899 0.0000
16.8428 0.0125 0.0158
16.8573 0.0000 0.3775
16.8793 0.1128 0.0000
16.9170 0.0000 0.3103
16.9622 0.0000 0.3283
16.9750 0.0000 0.1016
16.9753 0.3855 0.0000
17.0133 1.1943 0.0000
17.0170 0.0000 0.6348
17.0193 0.1004 0.0000
17.0465 0.1878 0.0000
17.0559 0.2204 0.0000
17.0819 0.0000 0.1128
17.1965 0.1946 0.0000
17.2660 0.0000 0.2886
17.2787 0.0000 0.2364
17.2829 0.0000 0.3346
17.3381 0.0000 0.0569
17.3390 0.3764 0.0000
17.3401 0.0356 0.0000
17.4076 0.0172 0.0000
17.4341 0.0000 0.3291
17.4756 0.0000 0.2912
17.4820 0.0000 0.2246
17.4943 0.0759 0.0000
17.4948 0.1473 0.0000
17.5247 0.0000 0.1008
17.5812 0.0000 0.2064
17.6394 0.0000 0.4061
17.6400 0.1096 0.0000
17.6432 0.2338 0.0000
17.6733 0.0000 0.0557
17.7946 0.0979 0.0000
17.8805 0.0000 0.2406
17.8851 0.0000 0.2442
17.9268 0.0153 0.0000
17.9462 0.1161 0.0000
17.9660 1.0069 0.0000
17.9978 0.0598 0.0000
18.0256 0.0000 0.0446
18.0334 0.0525 0.0000
18.0747 0.0000 0.7529
18.0918 0.0000 0.2022
18.1053 0.0000 0.1503
18.1367 0.3144 0.0000
18.1474 0.0000 0.5054
18.2031 0.0000 0.3259
18.2714 0.6322 0.0000
18.2930 0.1309 0.0000
18.3261 0.2442 0.0000
18.3281 0.0000 0.5009
18.3569 0.0793 0.0000
18.3750 0.3000 0.0000
18.4084 0.0000 1.0353
18.4192 0.0000 0.3931
18.5119 0.1183 0.0000
18.5128 0.2865 0.0000
18.5132 0.1243 0.0000
18.5282 0.0000 0.2371
18.5450 0.0608 0.0000
18.6072 0.0000 0.2107
18.6163 0.2442 0.0000
18.6616 0.0034 -0.0037
18.6642 0.0000 0.2045
18.6771 0.1775 0.0000
18.7126 0.0000 0.2283
18.7497 0.5368 0.0000
18.8144 0.0000 0.1592
18.8506 0.2001 0.0000
18.8556 0.0689 0.0000
18.9397 0.0978 0.0000
19.0769 0.0000 0.6651
19.1500 0.0000 0.0796
19.1528 0.1906 0.0000
19.1618 0.0000 0.1680
19.1680 0.2052 0.0000
19.1901 0.2968 0.0000
19.2344 0.0656 0.0000
19.2529 0.2037 0.0000
19.3396 0.1845 0.0000
19.3684 0.0339 0.0000
19.3790 0.0000 0.3484
19.4152 0.0000 0.2446
19.4192 0.0000 0.2584
19.4422 0.0000 0.3817
19.4705 0.1939 0.0000
19.4756 0.0000 0.4014
19.5047 0.0000 0.2070
19.5656 0.0000 0.2239
19.6265 0.1813 0.0000
19.7195 0.0000 0.1666
19.7243 0.0000 0.2177
19.7764 0.0000 0.7558
19.8413 0.0421 0.0000
19.8629 0.0000 0.3687
19.8630 0.0000 0.1208
19.8874 0.1856 0.0000
19.8910 0.0000 0.2122
20.0699 0.2199 0.0000
20.1259 0.1850 0.0000
20.1425 0.0000 0.1302
20.1513 0.1153 0.0000
20.1899 0.1710 0.0000
20.1936 0.1475 0.0000
20.2380 0.0000 0.0629
20.2906 0.0945 0.0000
20.3274 0.2384 0.0000
20.3580 0.8238 0.0000
20.4290 0.0000 0.2027
20.4455 0.0000 0.0816
20.4476 0.0000 0.2004
20.4576 0.4486 0.0000
20.4816 0.2073 0.0000
20.5178 0.0973 0.0000
20.5389 0.0000 0.4681
20.6443 0.0000 0.0502
20.6544 0.1844 0.0000
20.6603 0.2701 0.0000
20.6677 0.4994 0.0000
20.7565 0.0000 0.2415
20.7617 0.3809 0.0000
20.7883 0.4314 0.0000
20.7953 0.0000 0.3980
20.8063 0.0000 0.4144
20.8918 0.0000 0.1170
20.8937 0.7444 0.0000
20.9076 0.0837 0.0000
20.9251 0.0000 0.2495
20.9625 0.2163 0.0000
20.9777 0.9355 0.0000
20.9862 0.2117 0.0000
21.0008 0.3141 0.0000
21.0053 0.0836 0.0000
21.0512 0.2132 0.0000
21.0700 0.2537 0.0000
21.1260 0.1234 0.0000
21.2017 0.0000 0.1002
21.2426 0.1238 0.0000
21.2702 0.1502 0.0000
21.2706 0.0000 0.2760
21.3337 0.1543 0.0000
21.3431 0.2035 0.0000
21.3737 0.2342 0.0000
21.3749 0.0000 0.7009
21.3774 0.0990 0.0000
21.3960 0.7099 0.0000
21.4007 0.3167 0.0000
21.4099 0.0000 0.2511
21.4562 0.4225 0.0000
21.4683 0.1887 0.0000
21.4694 0.2997 0.0000
21.5168 0.1002 0.0000
21.6012 0.1714 0.0000
21.6263 0.0000 0.2154
21.6352 0.1619 0.0000
21.6739 0.1486 0.0000
21.6825 0.2271 0.0000
21.6919 0.0000 0.7796
21.7014 0.0000 0.4033
21.7475 0.0000 0.4700
21.7720 0.0000 0.1433
21.8853 0.0000 0.0974
21.8855 0.2589 0.0000
21.8892 0.0000 0.3079
21.9113 0.0000 0.1528
21.9747 0.2653 0.0000
22.0096 0.0000 0.2372
22.0778 0.3515 0.0000
22.1315 0.2369 0.0000
22.1729 0.0000 0.0584
22.1779 0.1875 0.0000
22.1876 0.0000 0.1883
22.2095 0.0000 0.5932
22.2107 0.1458 0.0000
22.2233 0.3502 0.0000
22.2458 0.1888 0.0000
22.2623 0.1616 0.0000
22.3333 0.0000 0.2168
22.3723 0.0000 0.1147
22.3980 0.0000 0.2653
22.4908 0.0765 0.0000
22.4924 0.1809 0.0000
22.5807 0.1320 0.0000
22.6424 0.2088 0.0000
22.6440 0.0455 0.0000
22.6616 0.1180 0.0000
22.6872 0.1004 0.0000
22.7399 0.0000 0.5025
22.7476 0.0000 0.2727
22.7597 0.2602 0.0000
22.7920 0.3786 0.0000
22.8191 1.5402 0.0000
22.8478 0.0000 0.3735
22.8546 0.0000 0.1139
22.8709 0.2089 0.0000
22.8792 0.0876 0.0000
22.8963 0.0000 0.0658
22.9258 0.1292 0.0000
22.9517 0.1380 0.0000
22.9856 0.0000 0.1650
22.9947 0.1504 0.0000
22.9963 0.0000 0.3290
22.9996 0.0000 0.2829
23.0100 0.0000 0.0919
23.0291 0.0000 0.1929
23.0343 0.0000 0.4700
23.0811 0.2465 0.0000
23.1500 0.1192 0.0000
23.1676 0.1781 0.0000
23.2072 0.0000 0.5210
23.2288 0.0000 0.1509
23.2311 0.0710 0.0000
23.2684 0.1012 0.0000
23.3534 0.1830 0.0000
23.3616 0.9107 0.0000
23.3782 0.0000 0.6113
23.3821 0.0670 0.0000
23.3917 0.2924 0.0000
23.4111 0.0877 0.0000
23.4235 0.0000 0.1895
23.4362 0.0000 0.0394
23.4384 0.0000 0.0855
23.4963 0.1279 0.0000
23.5213 0.1019 0.0000
23.5264 0.1545 0.0000
23.6213 0.0000 0.1316
23.6325 0.2838 0.0000
23.6513 0.0480 0.0000
23.7125 0.3224 0.0000
23.8516 0.0000 0.3195
23.8754 0.0000 0.3103
23.8835 0.0970 0.0000
23.8928 0.0000 0.1597
23.9225 1.0496 0.0000
23.9229 0.3746 0.0000
23.9350 0.1312 0.0000
23.9693 0.0000 0.4704
23.9697 0.0000 0.4884
24.0632 0.0524 0.0000
24.0736 0.2319 0.0000
24.1546 0.0000 0.1682
24.1886 0.0860 0.0000
24.2342 0.0000 0.4179
24.2386 0.0885 0.0000
24.2706 0.0000 0.0923
24.2928 0.1332 0.0000
24.3475 0.2553 0.0000
24.3597 0.0000 0.3335
24.3657 0.0298 0.0000
24.3903 0.0000 0.1065
24.4087 0.1813 0.0000
24.4287 0.0323 0.0000
24.4825 0.1070 0.0000
24.4951 0.0000 0.0998
24.6804 0.0897 0.0000
24.8008 0.3588 0.0000
24.8029 0.4128 0.0000
24.8116 0.2426 0.0000
24.8667 0.2557 0.0000
24.9357 0.1574 0.0000
24.9380 0.2688 0.0000
25.0102 0.0382 0.0000
25.0146 0.0000 0.3005
25.0192 0.0000 0.1729
25.0204 0.0000 0.4116
25.0506 0.1176 0.0000
25.1576 0.0000 0.2160
25.1704 0.0000 0.4117
25.1775 0.0000 0.2169
25.2218 0.0000 0.2817
25.2323 0.2692 0.0000
25.3058 0.0000 0.2630
25.3145 0.0000 0.0579
25.3379 0.1437 0.0000
25.3448 0.1846 0.0000
25.4040 0.0000 0.3529
25.4886 0.0971 0.0000
25.5209 0.0000 0.2969
25.5890 0.1045 0.0000
25.6334 0.3725 0.0000
25.6424 0.0906 0.0000
25.6585 0.0476 0.0000
25.7063 0.0000 0.3088
25.7153 0.0000 0.3475
25.7177 1.0948 0.0000
25.7358 0.1224 0.0000
25.7366 0.0469 0.0000
25.8013 0.9459 0.0000
25.9024 0.2024 0.0000
25.9601 0.1467 0.0000
26.0935 0.2234 0.0000
26.1392 0.5039 0.0000
26.1436 0.1215 0.0000
26.1478 0.1316 0.0000
26.3026 0.1071 0.0000
26.4302 0.0000 0.0607
26.4361 0.9952 0.0000
26.4685 0.2201 0.0000
26.4790 0.2165 0.0000
26.4998 0.0663 0.0000
26.5389 0.2538 0.0000
26.5566 0.1852 0.0000
26.5656 0.0000 0.4024
26.5721 0.1210 0.0000
26.6430 0.1376 0.0000
26.7116 0.0000 0.1510
26.7201 0.2688 0.0000
26.7703 0.6510 0.0000
26.8057 0.0518 0.0000
26.8178 0.1070 0.0000
26.8403 0.1195 0.0000
26.8440 0.0000 0.2630
26.8686 1.0562 0.0000
26.8742 0.0000 0.1901
26.8832 0.0633 0.0000
26.8858 0.2279 0.0000
26.9122 0.1081 0.0000
26.9363 0.0000 0.0456
26.9365 0.0000 0.0989
26.9470 0.2585 0.0000
26.9904 0.3080 0.0000
27.0155 0.2201 0.0000
27.0589 0.1430 0.0000
27.0752 0.3876 0.0000
27.0910 0.1013 0.0000
27.0931 0.0000 0.2613
27.1242 0.4230 0.0000
27.1333 0.0892 0.0000
27.1337 0.0854 0.0000
27.1390 0.1477 0.0000
27.1589 0.5587 0.0000
27.1603 0.3752 0.0000
27.1650 0.0000 0.2449
27.2196 0.0000 0.3705
27.2686 0.2158 0.0000
27.2801 0.0000 0.3361
27.2942 1.3957 0.0000
27.3282 0.2571 0.0000
27.3413 0.2227 0.0000
27.3500 0.2094 0.0000
27.3563 0.0000 0.0641
27.3622 0.2976 0.0000
27.4050 0.0000 0.0874
27.5407 0.0000 0.5051
27.5718 0.2562 0.0000
27.5759 0.1912 0.0000
27.6256 0.2523 0.0000
27.6485 0.7925 0.0000
27.7170 0.1597 0.0000
27.7216 0.1598 0.0000
27.7398 0.0140 0.0000
27.7855 0.0000 0.1409
27.7993 0.1718 0.0000
27.8702 0.4373 0.0000
27.8708 0.1513 0.0000
27.9256 0.0000 0.3675
27.9391 0.3797 0.0000
27.9456 0.0000 0.2907
27.9531 0.0000 0.0708
27.9651 0.2960 0.0000
28.0828 0.2038 0.0000
28.1019 0.1700 0.0000
28.1033 0.8580 0.0000
28.1529 0.3157 0.0000
28.1553 0.1655 0.0000
28.1554 0.3053 0.0000
28.1682 0.0000 0.4594
28.1913 0.0000 0.2832
28.2153 0.0140 0.0000
28.2625 0.4885 0.0000
28.2817 0.1679 0.0000
28.2858 0.1966 0.0000
28.2891 0.3365 0.0000
28.3525 0.2497 0.0000
28.3536 0.0000 0.3489
28.3602 0.0000 0.2522
28.4833 0.0000 0.2440
28.4973 0.0743 0.0000
28.5323 0.2733 0.0000
28.6174 0.0000 0.0629
28.6188 0.2391 0.0000
28.6549 0.1166 0.0000
28.6811 0.4005 0.0000
28.6882 0.2022 0.0000
28.8100 0.0000 0.8631
28.8663 0.0408 0.0000
28.8702 0.2550 0.0000
28.9300 0.0000 0.2817
28.9915 0.0803 0.0000
29.0353 0.0030 0.0072
29.1201 0.0000 0.2637
29.1512 0.0000 0.3643
29.1724 0.4137 0.0000
29.1763 0.0000 0.5480
29.1863 0.2828 0.0000
29.2092 0.0000 0.2628
29.2123 0.0582 0.0000
29.3934 0.3756 0.0000
29.4503 0.0887 0.0000
29.4790 0.0000 0.2765
29.5244 0.0780 0.0000
29.5903 0.0829 0.0000
29.6065 0.3586 0.0000
29.6604 0.1752 0.0000
29.7088 0.1197 0.0000
29.7233 0.1158 0.0000
29.7359 0.0000 0.5144
29.7428 0.0387 0.0000
29.8221 0.1928 0.0000
29.8301 0.1703 0.0000
29.8780 0.9677 0.0000
29.8880 0.5390 0.0000
29.8988 0.3461 0.0000
29.8989 0.1704 0.0000
29.9458 0.1919 0.0000
29.9626 0.1824 0.0000
29.9680 0.0000 0.1908
30.0350 0.3025 0.0000
30.0473 0.1488 0.0000
30.1392 0.0000 0.4198
30.2014 0.2280 0.0000
30.2103 0.0000 0.0723
30.3333 0.0946 0.0000
30.3364 0.2743 0.0000
30.3630 0.2915 0.0000
30.4551 0.0000 0.4218
30.5748 0.0000 0.1900
30.6347 0.2984 0.0000
30.6944 0.0000 0.2731
30.6968 0.0952 0.0000
30.7236 0.1196 0.0000
30.7579 0.0000 0.1438
30.7855 0.4769 0.0000
30.8051 0.0000 0.3129
